municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Torrejón de la Calzada;2020/07/07 09:32:00;;0;;0;43;484,67;1492
Zarzalejo;2020/07/07 09:32:00;;0;;0;44;2653,8;1837
Anchuelo;2020/07/07 09:32:00;;0;;0;9;708,1;127
Valdelaguna;2020/07/07 09:32:00;;0;;0;;106,72;1570
Valdepiélagos;2020/07/07 09:32:00;;0;;0;;0;1631
Aranjuez;2020/07/07 09:32:00;;0;;3,36;480;805,27;133
Paracuellos de Jarama;2020/07/07 09:32:00;;0;;3,96;91;360,13;1049
El Vellón;2020/07/07 09:32:00;;0;;0;14;715,02;1684
Villavieja del Lozoya;2020/07/07 09:32:00;;0;;0;;0;1821
Prádena del Rincón;2020/07/07 09:32:00;;0;;0;;0;1179
Sevilla la Nueva;2020/07/07 09:32:00;;0;;0;159;1706,37;1415
Redueña;2020/07/07 09:32:00;;0;;0;;769,23;1219
Robledillo de la Jara;2020/07/07 09:32:00;;0;;0;;1250;1245
La Serna del Monte;2020/07/07 09:32:00;;0;;0;;0;1381
Arganda del Rey;2020/07/07 09:32:00;;1,81;;1,81;377;680,64;148
Rozas de Puerto Real;2020/07/07 09:32:00;;0;;0;;943,4;1283
Valdemanco;2020/07/07 09:32:00;;0;;0;;218,82;1586
Arroyomolinos;2020/07/07 09:32:00;;0;;3,19;202;643,39;151
Titulcia;2020/07/07 09:32:00;;0;;0;10;761,61;1473
Villa del Prado;2020/07/07 09:32:00;;0;;15,34;136;2085,89;1718
Lozoyuela-Navas-Sieteiglesias;2020/07/07 09:32:00;;0;;0;;307,93;9015
Quijorna;2020/07/07 09:32:00;;0;;0;35;1017,74;1198
Valdemoro;2020/07/07 09:32:00;;6,58;12;15,79;899;1183,16;1610
Tres Cantos;2020/07/07 09:32:00;;2,1;;6,29;467;978,58;9036
Torrelaguna;2020/07/07 09:32:00;;0;;0;27;567,23;1512
Rivas-Vaciamadrid;2020/07/07 09:32:00;;0;8;9,08;633;718,09;1230
Pedrezuela;2020/07/07 09:32:00;;0;;0;37;627,97;1087
Santa María de la Alameda;2020/07/07 09:32:00;;0;;0;7;558,21;1356
El Atazar;2020/07/07 09:32:00;;0;;0;;0;164
Villarejo de Salvanés;2020/07/07 09:32:00;;0;;0;44;599,86;1809
Serranillos del Valle;2020/07/07 09:32:00;;0;;0;39;936,37;1408
Villaviciosa de Odón;2020/07/07 09:32:00;;3,59;;7,19;240;862,22;1816
Batres;2020/07/07 09:32:00;;0;;0;10;593,82;170
Robledo de Chavela;2020/07/07 09:32:00;;0;;0;30;702,58;1258
Patones;2020/07/07 09:32:00;;0;;0;16;2957,49;1071
Rascafría;2020/07/07 09:32:00;;60,1;;60,1;7;420,67;1202
San Fernando de Henares;2020/07/07 09:32:00;;0;;5,07;449;1138,67;1300
Villalbilla;2020/07/07 09:32:00;;0;;7,21;98;706,15;1723
Torrejón de Ardoz;2020/07/07 09:32:00;;3,04;8;6,09;1160;882,96;1489
Becerril de la Sierra;2020/07/07 09:32:00;;0;;0;35;612,53;186
Piñuécar-Gandullas;2020/07/07 09:32:00;;0;;0;;0;1147
Torres de la Alameda;2020/07/07 09:32:00;;0;;0;90;1156,96;1548
Somosierra;2020/07/07 09:32:00;;0;;0;;2325,58;1436
Orusco de Tajuña;2020/07/07 09:32:00;;0;;0;24;1929,26;1028
Ribatejada;2020/07/07 09:32:00;;0;;0;;255,43;1224
Villaconejos;2020/07/07 09:32:00;;0;;0;9;265,64;1701
Belmonte de Tajo;2020/07/07 09:32:00;;0;;0;;300,48;199
Valdetorres de Jarama;2020/07/07 09:32:00;;0;;0;18;400,27;1646
Berzosa del Lozoya;2020/07/07 09:32:00;;0;;0;;975,61;203
El Berrueco;2020/07/07 09:32:00;;0;;0;12;1578,95;210
Boadilla del Monte;2020/07/07 09:32:00;;3,67;;7,33;403;738,5;225
El Boalo;2020/07/07 09:32:00;;0;;0;47;626;231
Braojos;2020/07/07 09:32:00;;0;;0;;975,61;246
Brea de Tajo;2020/07/07 09:32:00;;0;;0;8;1526,72;259
Brunete;2020/07/07 09:32:00;;0;;0;121;1127,05;262
Buitrago del Lozoya;2020/07/07 09:32:00;;106,16;;106,16;18;955,41;278
Bustarviejo;2020/07/07 09:32:00;;0;;0;11;439,47;284
Cabanillas de la Sierra;2020/07/07 09:32:00;;0;;0;10;1322,75;297
La Cabrera;2020/07/07 09:32:00;;0;;0;12;449,94;301
Cadalso de los Vidrios;2020/07/07 09:32:00;;0;;0;15;493,58;318
Camarma de Esteruelas;2020/07/07 09:32:00;;0;;0;46;627,04;323
Campo Real;2020/07/07 09:32:00;;0;;32,21;33;531,4;339
Canencia;2020/07/07 09:32:00;;0;;0;;671,14;344
Carabaña;2020/07/07 09:32:00;;0;;0;14;696,52;357
Casarrubuelos;2020/07/07 09:32:00;;0;;0;11;291,16;360
Cenicientos;2020/07/07 09:32:00;;0;;49,19;38;1869,16;376
Cercedilla;2020/07/07 09:32:00;;14,23;;14,23;128;1821,8;382
Cervera de Buitrago;2020/07/07 09:32:00;;0;;0;;2000;395
Ciempozuelos;2020/07/07 09:32:00;;0;;8,13;281;1142,65;409
Cobeña;2020/07/07 09:32:00;;0;;13,46;90;1211,63;416
Colmenar del Arroyo;2020/07/07 09:32:00;;0;;0;54;3130,43;421
Colmenar de Oreja;2020/07/07 09:32:00;;0;;0;28;348,61;437
Colmenarejo;2020/07/07 09:32:00;;0;;21,91;52;569,55;442
Colmenar Viejo;2020/07/07 09:32:00;;1,97;;7,88;514;1012,77;455
Collado Mediano;2020/07/07 09:32:00;;0;;0;34;488,65;468
Collado Villalba;2020/07/07 09:32:00;;4,71;14;21,99;585;918,67;474
Corpa;2020/07/07 09:32:00;;0;;0;6;841,51;480
Coslada;2020/07/07 09:32:00;;4,9;9;11,02;891;1091,1;493
Cubas de la Sagra;2020/07/07 09:32:00;;0;;0;36;561,36;506
Chapinería;2020/07/07 09:32:00;;0;;0;9;386,6;513
Chinchón;2020/07/07 09:32:00;;18,76;;56,27;34;637,78;528
Daganzo de Arriba;2020/07/07 09:32:00;;0;;0;48;470,36;534
El Escorial;2020/07/07 09:32:00;;0;;0;148;915,73;549
Estremera;2020/07/07 09:32:00;;0;;79,37;11;873,02;552
Fresnedillas de la Oliva;2020/07/07 09:32:00;;0;;0;9;572,52;565
Fresno de Torote;2020/07/07 09:32:00;;0;;0;14;630,35;571
Fuenlabrada;2020/07/07 09:32:00;10;5,16;28;14,46;1733;894,68;587
Fuente el Saz de Jarama;2020/07/07 09:32:00;;0;;0;42;627,24;590
Fuentidueña de Tajo;2020/07/07 09:32:00;;0;;0;20;974,18;604
Galapagar;2020/07/07 09:32:00;;0;;8,89;302;895,03;611
Garganta de los Montes;2020/07/07 09:32:00;;0;;0;;288,18;626
Gargantilla del Lozoya y Pinilla de Buitrago;2020/07/07 09:32:00;;0;;0;;949,37;632
Gascones;2020/07/07 09:32:00;;0;;0;;0;647
Getafe;2020/07/07 09:32:00;;2,73;22;12;1633;890,53;650
Griñón;2020/07/07 09:32:00;;9,69;;9,69;114;1104,76;663
Guadalix de la Sierra;2020/07/07 09:32:00;;0;;0;53;852,91;679
Guadarrama;2020/07/07 09:32:00;;0;;0;237;1478,29;685
La Hiruela;2020/07/07 09:32:00;;0;;0;;3508,77;698
Horcajo de la Sierra-Aoslos;2020/07/07 09:32:00;;0;;0;;2758,62;702
Horcajuelo de la Sierra;2020/07/07 09:32:00;;0;;0;;0;719
Hoyo de Manzanares;2020/07/07 09:32:00;;0;;0;45;533,55;724
Humanes de Madrid;2020/07/07 09:32:00;;0;;20,26;146;739,5;730
Leganés;2020/07/07 09:32:00;7;3,69;42;22,12;3440;1811,85;745
Loeches;2020/07/07 09:32:00;;0;;0;53;602,89;758
Lozoya;2020/07/07 09:32:00;;0;;0;;172,12;761
Madarcos;2020/07/07 09:32:00;;0;;0;;0;783
Majadahonda;2020/07/07 09:32:00;;1,39;7;9,75;647;900,79;800
Manzanares El Real;2020/07/07 09:32:00;;0;;0;48;542,99;822
Meco;2020/07/07 09:32:00;;0;;13,98;147;1027,61;838
Mejorada del Campo;2020/07/07 09:32:00;;0;;0;195;837,84;843
Miraflores de la Sierra;2020/07/07 09:32:00;;0;;0;39;638,51;856
El Molar;2020/07/07 09:32:00;;0;;0;42;469,9;869
Los Molinos;2020/07/07 09:32:00;;0;;0;56;1275,92;875
Montejo de la Sierra;2020/07/07 09:32:00;;0;;0;;283,29;881
Moraleja de Enmedio;2020/07/07 09:32:00;;0;;0;30;584,11;894
Moralzarzal;2020/07/07 09:32:00;;0;;15,35;82;629,51;908
Morata de Tajuña;2020/07/07 09:32:00;;0;;0;113;1470,78;915
Móstoles;2020/07/07 09:32:00;6;2,87;19;9,08;2351;1123,89;920
Navacerrada;2020/07/07 09:32:00;;0;;0;19;639,3;936
Navalafuente;2020/07/07 09:32:00;;0;;0;8;552,1;941
Navalagamella;2020/07/07 09:32:00;;0;;0;8;306,51;954
Navalcarnero;2020/07/07 09:32:00;;0;;0;224;764,56;967
Navarredonda y San Mamés;2020/07/07 09:32:00;;0;;0;;775,19;973
Navas del Rey;2020/07/07 09:32:00;;0;;0;83;2844,41;992
Madrid-Centro;2020/07/07 09:32:00;8;5,93;18;13,35;1308;969,98;79601
Madrid-Arganzuela;2020/07/07 09:32:00;;1,95;10;6,5;1791;1164,48;79602
Madrid-Retiro;2020/07/07 09:32:00;;1,68;15;12,57;1725;1445,73;79603
Madrid-Salamanca;2020/07/07 09:32:00;9;6,16;20;13,69;1812;1240,21;79604
Madrid-Chamartín;2020/07/07 09:32:00;;1,37;9;6,17;1841;1262,26;79605
Madrid-Tetuán;2020/07/07 09:32:00;;3,16;11;6,96;2265;1433,34;79606
Madrid-Chamberí;2020/07/07 09:32:00;13;9,33;23;16,5;1794;1287,14;79607
Madrid-Fuencarral-El Pardo;2020/07/07 09:32:00;11;4,47;21;8,54;3348;1361,31;79608
Madrid-Moncloa-Aravaca;2020/07/07 09:32:00;;0,84;13;10,89;1600;1339,82;79609
Madrid-Latina;2020/07/07 09:32:00;15;6,3;35;14,69;3104;1303,01;79610
Madrid-Carabanchel;2020/07/07 09:32:00;13;5,14;36;14,22;2991;1181,75;79611
Madrid-Usera;2020/07/07 09:32:00;6;4,29;17;12,17;1518;1086,3;79612
Madrid-Puente de Vallecas;2020/07/07 09:32:00;14;5,96;36;15,33;3382;1440,03;79613
Madrid-Moratalaz;2020/07/07 09:32:00;;3,17;16;16,92;1535;1623,14;79614
Madrid-Ciudad Lineal;2020/07/07 09:32:00;17;7,86;30;13,87;2480;1146,64;79615
Madrid-Hortaleza;2020/07/07 09:32:00;;2,13;18;9,56;1941;1031,42;79616
Madrid-Villaverde;2020/07/07 09:32:00;13;8,73;34;22,83;1600;1074,21;79617
Madrid-Villa de Vallecas;2020/07/07 09:32:00;;3,62;10;9,06;1331;1206;79618
Madrid-Vicálvaro;2020/07/07 09:32:00;7;9,71;16;22,19;939;1302,52;79619
Madrid-San Blas - Canillejas;2020/07/07 09:32:00;;3,16;17;10,75;1614;1020,6;79620
Madrid-Barajas;2020/07/07 09:32:00;;8,17;8;16,34;481;982,74;79621
La Acebeda;2020/06/30 07:00:00;;0;;0;;0;14
Pozuelo de Alarcón;2020/06/30 07:00:00;;1,16;;5,79;863;998,59;1150
San Agustín del Guadalix;2020/06/30 07:00:00;;0;;0;85;635,32;1296
Las Rozas de Madrid;2020/06/30 07:00:00;;3,13;8;8,35;876;914,27;1277
Valdaracete;2020/06/30 07:00:00;;0;;0;7;1149,43;1551
Pozuelo del Rey;2020/06/30 07:00:00;;87,18;;87,18;;348,74;1163
Ajalvir;2020/06/30 07:00:00;;0;;21,22;36;764,01;29
Puebla de la Sierra;2020/06/30 07:00:00;;0;;0;;0;1185
Perales de Tajuña;2020/06/30 07:00:00;;0;;34,07;12;408,86;1104
Valdemorillo;2020/06/30 07:00:00;;0;;0;52;415,4;1603
Velilla de San Antonio;2020/06/30 07:00:00;;0;;8,17;78;637,46;1678
Villanueva de la Cañada;2020/06/30 07:00:00;;0;;4,66;174;811,38;1760
Alameda del Valle;2020/06/30 07:00:00;;0;;0;;0;35
Villanueva del Pardillo;2020/06/30 07:00:00;;5,82;;5,82;114;663,56;1776
Nuevo Baztán;2020/06/30 07:00:00;;0;;0;33;525,81;1006
Villamantilla;2020/06/30 07:00:00;;0;;0;8;555,17;1757
Villamanta;2020/06/30 07:00:00;;0;;0;18;704,5;1744
El Álamo;2020/06/30 07:00:00;;0;;21,12;112;1182,68;40
Puentes Viejas;2020/06/30 07:00:00;;0;;0;;294,55;9020
Santorcaz;2020/06/30 07:00:00;;0;;0;7;790,07;1369
Robregordo;2020/06/30 07:00:00;;0;;0;;0;1261
Venturada;2020/06/30 07:00:00;;0;;0;;138,7;1697
Alcalá de Henares;2020/06/30 07:00:00;;1,02;16;8,18;2530;1293,13;53
Pinilla del Valle;2020/06/30 07:00:00;;0;;0;;0;1126
Valdemaqueda;2020/06/30 07:00:00;;0;;0;;640,2;1599
Olmeda de las Fuentes;2020/06/30 07:00:00;;0;;0;;862,07;1013
Pinto;2020/06/30 07:00:00;;3,81;22;41,88;361;687,28;1132
Los Santos de la Humosa;2020/06/30 07:00:00;;0;;0;21;810,81;1375
Alcobendas;2020/06/30 07:00:00;;2,56;13;11,11;906;774,09;66
Pelayos de la Presa;2020/06/30 07:00:00;;38,52;;38,52;20;770,42;1090
Alcorcón;2020/06/30 07:00:00;;2,35;15;8,8;1961;1150,05;72
Talamanca de Jarama;2020/06/30 07:00:00;;0;;25,93;66;1711,17;1454
San Lorenzo de El Escorial;2020/06/30 07:00:00;;0;;10,89;151;822,04;1317
San Martín de la Vega;2020/06/30 07:00:00;;0;;20,87;108;563,38;1322
Parla;2020/06/30 07:00:00;;2,31;12;9,22;837;643,23;1065
Aldea del Fresno;2020/06/30 07:00:00;;0;;0;62;2184,64;88
Torremocha de Jarama;2020/06/30 07:00:00;;0;;0;16;1570,17;1533
Algete;2020/06/30 07:00:00;;4,85;;4,85;136;659,84;91
Soto del Real;2020/06/30 07:00:00;;11,36;;11,36;77;875,1;1441
Valverde de Alcalá;2020/06/30 07:00:00;;0;;0;8;1720,43;1662
Valdeolmos-Alalpardo;2020/06/30 07:00:00;;0;;0;11;265,96;1625
Valdeavero;2020/06/30 07:00:00;;0;;0;10;643,5;1564
Villamanrique de Tajo;2020/06/30 07:00:00;;0;;0;;568,99;1739
Valdilecha;2020/06/30 07:00:00;;0;;34,09;21;715,99;1659
Pezuela de las Torres;2020/06/30 07:00:00;;0;;0;;237,53;1111
Alpedrete;2020/06/30 07:00:00;;0;;13,72;151;1036,02;105
Villar del Olmo;2020/06/30 07:00:00;;0;;0;7;348,09;1795
San Martín de Valdeiglesias;2020/06/30 07:00:00;;11,82;;11,82;101;1193,99;1338
Torrelodones;2020/06/30 07:00:00;;0;;0;360;1517,9;1527
Torrejón de Velasco;2020/06/30 07:00:00;;0;;0;23;524,87;1505
Ambite;2020/06/30 07:00:00;;0;;0;7;1182,43;112
Villanueva de Perales;2020/06/30 07:00:00;;0;;0;;319,9;1782
Tielmes;2020/06/30 07:00:00;;0;;37,74;37;1396,23;1467
San Sebastián de los Reyes;2020/06/30 07:00:00;;3,36;7;7,84;631;706,8;1343
Torrejón de la Calzada;2020/06/30 07:00:00;;0;;0;41;462,13;1492
Zarzalejo;2020/06/30 07:00:00;;0;;0;43;2593,49;1837
Anchuelo;2020/06/30 07:00:00;;0;;78,68;9;708,1;127
Valdelaguna;2020/06/30 07:00:00;;0;;0;;106,72;1570
Valdepiélagos;2020/06/30 07:00:00;;0;;0;;0;1631
Aranjuez;2020/06/30 07:00:00;;0;;5,03;479;803,6;133
Paracuellos de Jarama;2020/06/30 07:00:00;;3,96;;7,91;83;328,47;1049
El Vellón;2020/06/30 07:00:00;;0;;0;14;715,02;1684
Villavieja del Lozoya;2020/06/30 07:00:00;;0;;0;;0;1821
Prádena del Rincón;2020/06/30 07:00:00;;0;;0;;0;1179
Sevilla la Nueva;2020/06/30 07:00:00;;0;;53,66;159;1706,37;1415
Redueña;2020/06/30 07:00:00;;0;;0;;769,23;1219
Robledillo de la Jara;2020/06/30 07:00:00;;0;;0;;1250;1245
La Serna del Monte;2020/06/30 07:00:00;;0;;0;;0;1381
Arganda del Rey;2020/06/30 07:00:00;;3,61;;3,61;376;678,84;148
Rozas de Puerto Real;2020/06/30 07:00:00;;0;;0;;943,4;1283
Valdemanco;2020/06/30 07:00:00;;0;;0;;218,82;1586
Arroyomolinos;2020/06/30 07:00:00;;0;;9,56;200;637,02;151
Titulcia;2020/06/30 07:00:00;;0;;76,16;10;761,61;1473
Villa del Prado;2020/06/30 07:00:00;;0;;15,34;136;2085,89;1718
Lozoyuela-Navas-Sieteiglesias;2020/06/30 07:00:00;;0;;76,98;;307,93;9015
Quijorna;2020/06/30 07:00:00;;0;;29,08;35;1017,74;1198
Valdemoro;2020/06/30 07:00:00;;3,95;13;17,11;894;1176,58;1610
Tres Cantos;2020/06/30 07:00:00;;0;;6,29;458;959,73;9036
Torrelaguna;2020/06/30 07:00:00;;0;;0;27;567,23;1512
Rivas-Vaciamadrid;2020/06/30 07:00:00;;4,54;15;17,02;629;713,56;1230
Pedrezuela;2020/06/30 07:00:00;;0;;0;36;611;1087
Santa María de la Alameda;2020/06/30 07:00:00;;0;;0;7;558,21;1356
El Atazar;2020/06/30 07:00:00;;0;;0;;0;164
Villarejo de Salvanés;2020/06/30 07:00:00;;13,63;;27,27;44;599,86;1809
Serranillos del Valle;2020/06/30 07:00:00;;0;;0;39;936,37;1408
Villaviciosa de Odón;2020/06/30 07:00:00;;10,78;;17,96;237;851,45;1816
Batres;2020/06/30 07:00:00;;0;;0;10;593,82;170
Robledo de Chavela;2020/06/30 07:00:00;;0;;0;30;702,58;1258
Patones;2020/06/30 07:00:00;;184,84;;184,84;16;2957,49;1071
Rascafría;2020/06/30 07:00:00;;60,1;;60,1;7;420,67;1202
San Fernando de Henares;2020/06/30 07:00:00;;2,54;;10,14;448;1136,13;1300
Villalbilla;2020/06/30 07:00:00;;0;;7,21;95;684,54;1723
Torrejón de Ardoz;2020/06/30 07:00:00;7;5,33;13;9,9;1132;861,65;1489
Becerril de la Sierra;2020/06/30 07:00:00;;0;;0;35;612,53;186
Piñuécar-Gandullas;2020/06/30 07:00:00;;0;;0;;0;1147
Torres de la Alameda;2020/06/30 07:00:00;;12,86;;12,86;90;1156,96;1548
Somosierra;2020/06/30 07:00:00;;0;;0;;2325,58;1436
Orusco de Tajuña;2020/06/30 07:00:00;;0;;0;24;1929,26;1028
Ribatejada;2020/06/30 07:00:00;;0;;0;;255,43;1224
Villaconejos;2020/06/30 07:00:00;;0;;0;9;265,64;1701
Belmonte de Tajo;2020/06/30 07:00:00;;0;;0;;300,48;199
Valdetorres de Jarama;2020/06/30 07:00:00;;0;;0;18;400,27;1646
Berzosa del Lozoya;2020/06/30 07:00:00;;0;;0;;975,61;203
El Berrueco;2020/06/30 07:00:00;;0;;131,58;12;1578,95;210
Boadilla del Monte;2020/06/30 07:00:00;;1,83;;7,33;401;734,84;225
El Boalo;2020/06/30 07:00:00;;0;;0;47;626;231
Braojos;2020/06/30 07:00:00;;0;;0;;975,61;246
Brea de Tajo;2020/06/30 07:00:00;;0;;0;8;1526,72;259
Brunete;2020/06/30 07:00:00;;0;;9,31;119;1108,42;262
Buitrago del Lozoya;2020/06/30 07:00:00;;106,16;;106,16;18;955,41;278
Bustarviejo;2020/06/30 07:00:00;;0;;0;11;439,47;284
Cabanillas de la Sierra;2020/06/30 07:00:00;;0;;0;10;1322,75;297
La Cabrera;2020/06/30 07:00:00;;0;;0;12;449,94;301
Cadalso de los Vidrios;2020/06/30 07:00:00;;0;;0;15;493,58;318
Camarma de Esteruelas;2020/06/30 07:00:00;;0;;0;46;627,04;323
Campo Real;2020/06/30 07:00:00;;0;;16,1;32;515,3;339
Canencia;2020/06/30 07:00:00;;0;;0;;671,14;344
Carabaña;2020/06/30 07:00:00;;0;;0;14;696,52;357
Casarrubuelos;2020/06/30 07:00:00;;0;;0;11;291,16;360
Cenicientos;2020/06/30 07:00:00;;0;;147,57;37;1819,97;376
Cercedilla;2020/06/30 07:00:00;;28,47;;28,47;126;1793,34;382
Cervera de Buitrago;2020/06/30 07:00:00;;0;;0;;2000;395
Ciempozuelos;2020/06/30 07:00:00;;0;;4,07;278;1130,45;409
Cobeña;2020/06/30 07:00:00;;13,46;;13,46;89;1198,17;416
Colmenar del Arroyo;2020/06/30 07:00:00;;0;;0;53;3072,46;421
Colmenar de Oreja;2020/06/30 07:00:00;;0;;0;28;348,61;437
Colmenarejo;2020/06/30 07:00:00;;0;;21,91;52;569,55;442
Colmenar Viejo;2020/06/30 07:00:00;;1,97;;7,88;508;1000,95;455
Collado Mediano;2020/06/30 07:00:00;;0;;0;33;474,27;468
Collado Villalba;2020/06/30 07:00:00;;1,57;9;14,13;575;902,97;474
Corpa;2020/06/30 07:00:00;;0;;0;6;841,51;480
Coslada;2020/06/30 07:00:00;;2,45;7;8,57;876;1072,73;493
Cubas de la Sagra;2020/06/30 07:00:00;;0;;31,19;36;561,36;506
Chapinería;2020/06/30 07:00:00;;0;;0;8;343,64;513
Chinchón;2020/06/30 07:00:00;;18,76;;18,76;32;600,26;528
Daganzo de Arriba;2020/06/30 07:00:00;;0;;0;46;450,76;534
El Escorial;2020/06/30 07:00:00;;0;;6,19;147;909,54;549
Estremera;2020/06/30 07:00:00;;0;;0;10;793,65;552
Fresnedillas de la Oliva;2020/06/30 07:00:00;;0;;0;9;572,52;565
Fresno de Torote;2020/06/30 07:00:00;;0;;0;14;630,35;571
Fuenlabrada;2020/06/30 07:00:00;11;5,68;32;16,52;1716;885,91;587
Fuente el Saz de Jarama;2020/06/30 07:00:00;;0;;0;42;627,24;590
Fuentidueña de Tajo;2020/06/30 07:00:00;;0;;48,71;20;974,18;604
Galapagar;2020/06/30 07:00:00;;0;;11,85;300;889,1;611
Garganta de los Montes;2020/06/30 07:00:00;;0;;0;;288,18;626
Gargantilla del Lozoya y Pinilla de Buitrago;2020/06/30 07:00:00;;0;;0;;949,37;632
Gascones;2020/06/30 07:00:00;;0;;0;;0;647
Getafe;2020/06/30 07:00:00;8;4,36;40;21,81;1615;880,71;650
Griñón;2020/06/30 07:00:00;;9,69;;19,38;114;1104,76;663
Guadalix de la Sierra;2020/06/30 07:00:00;;0;;0;53;852,91;679
Guadarrama;2020/06/30 07:00:00;;0;;18,71;237;1478,29;685
La Hiruela;2020/06/30 07:00:00;;0;;0;;3508,77;698
Horcajo de la Sierra-Aoslos;2020/06/30 07:00:00;;0;;0;;2758,62;702
Horcajuelo de la Sierra;2020/06/30 07:00:00;;0;;0;;0;719
Hoyo de Manzanares;2020/06/30 07:00:00;;0;;0;44;521,7;724
Humanes de Madrid;2020/06/30 07:00:00;;10,13;;25,33;143;724,31;730
Leganés;2020/06/30 07:00:00;14;7,37;79;41,61;3403;1792,36;745
Loeches;2020/06/30 07:00:00;;0;;0;52;591,51;758
Lozoya;2020/06/30 07:00:00;;0;;0;;172,12;761
Madarcos;2020/06/30 07:00:00;;0;;0;;0;783
Majadahonda;2020/06/30 07:00:00;;2,78;8;11,14;636;885,47;800
Manzanares El Real;2020/06/30 07:00:00;;0;;0;48;542,99;822
Meco;2020/06/30 07:00:00;;0;;6,99;146;1020,62;838
Mejorada del Campo;2020/06/30 07:00:00;;0;;0;193;829,25;843
Miraflores de la Sierra;2020/06/30 07:00:00;;0;;0;39;638,51;856
El Molar;2020/06/30 07:00:00;;0;;0;41;458,72;869
Los Molinos;2020/06/30 07:00:00;;0;;22,78;56;1275,92;875
Montejo de la Sierra;2020/06/30 07:00:00;;0;;0;;283,29;881
Moraleja de Enmedio;2020/06/30 07:00:00;;0;;0;30;584,11;894
Moralzarzal;2020/06/30 07:00:00;;0;;15,35;82;629,51;908
Morata de Tajuña;2020/06/30 07:00:00;;0;;13,02;112;1457,76;915
Móstoles;2020/06/30 07:00:00;8;3,82;34;16,25;2341;1119,11;920
Navacerrada;2020/06/30 07:00:00;;0;;0;19;639,3;936
Navalafuente;2020/06/30 07:00:00;;0;;0;8;552,1;941
Navalagamella;2020/06/30 07:00:00;;0;;0;8;306,51;954
Navalcarnero;2020/06/30 07:00:00;;0;;3,41;224;764,56;967
Navarredonda y San Mamés;2020/06/30 07:00:00;;0;;0;;775,19;973
Navas del Rey;2020/06/30 07:00:00;;0;;34,27;83;2844,41;992
Madrid-Centro;2020/06/30 07:00:00;12;8,9;25;18,54;1283;951,44;79601
Madrid-Arganzuela;2020/06/30 07:00:00;6;3,9;18;11,7;1771;1151,47;79602
Madrid-Retiro;2020/06/30 07:00:00;8;6,7;33;27,66;1696;1421,42;79603
Madrid-Salamanca;2020/06/30 07:00:00;9;6,16;29;19,85;1786;1222,42;79604
Madrid-Chamartín;2020/06/30 07:00:00;;1,37;11;7,54;1808;1239,64;79605
Madrid-Tetuán;2020/06/30 07:00:00;;1,27;6;3,8;2235;1414,35;79606
Madrid-Chamberí;2020/06/30 07:00:00;11;7,89;27;19,37;1753;1257,72;79607
Madrid-Fuencarral-El Pardo;2020/06/30 07:00:00;13;5,29;32;13,01;3309;1345,46;79608
Madrid-Moncloa-Aravaca;2020/06/30 07:00:00;;2,51;18;15,07;1580;1323,07;79609
Madrid-Latina;2020/06/30 07:00:00;23;9,66;65;27,29;3086;1295,45;79610
Madrid-Carabanchel;2020/06/30 07:00:00;13;5,14;47;18,57;2959;1169,11;79611
Madrid-Usera;2020/06/30 07:00:00;;1,43;22;15,74;1504;1076,28;79612
Madrid-Puente de Vallecas;2020/06/30 07:00:00;16;6,81;62;26,4;3344;1423,85;79613
Madrid-Moratalaz;2020/06/30 07:00:00;;4,23;28;29,61;1517;1604,1;79614
Madrid-Ciudad Lineal;2020/06/30 07:00:00;12;5,55;29;13,41;2436;1126,3;79615
Madrid-Hortaleza;2020/06/30 07:00:00;;1,06;13;6,91;1897;1008,04;79616
Madrid-Villaverde;2020/06/30 07:00:00;13;8,73;37;24,84;1579;1060,12;79617
Madrid-Villa de Vallecas;2020/06/30 07:00:00;6;5,44;22;19,93;1317;1193,31;79618
Madrid-Vicálvaro;2020/06/30 07:00:00;;6,94;22;30,52;930;1290,04;79619
Madrid-San Blas - Canillejas;2020/06/30 07:00:00;7;4,43;19;12,01;1589;1004,79;79620
Madrid-Barajas;2020/06/30 07:00:00;;8,17;9;18,39;469;958,22;79621
La Acebeda;2020/06/23 07:00:00;;0;;0;;0;14
Pozuelo de Alarcón;2020/06/23 07:00:00;;0;;5,79;861;996,27;1150
San Agustín del Guadalix;2020/06/23 07:00:00;;0;;0;85;635,32;1296
Las Rozas de Madrid;2020/06/23 07:00:00;;3,13;10;10,44;871;909,05;1277
Valdaracete;2020/06/23 07:00:00;;0;;0;7;1149,43;1551
Pozuelo del Rey;2020/06/23 07:00:00;;87,18;;87,18;;348,74;1163
Ajalvir;2020/06/23 07:00:00;;0;;0;35;742,78;29
Puebla de la Sierra;2020/06/23 07:00:00;;0;;0;;0;1185
Perales de Tajuña;2020/06/23 07:00:00;;0;;34,07;12;408,86;1104
Valdemorillo;2020/06/23 07:00:00;;0;;0;52;415,4;1603
Velilla de San Antonio;2020/06/23 07:00:00;;0;;8,17;78;637,46;1678
Villanueva de la Cañada;2020/06/23 07:00:00;;0;;0;173;806,71;1760
Alameda del Valle;2020/06/23 07:00:00;;0;;0;;0;35
